ind_type,size,q2,q3,q4,q5,q6,q7a,q7b,q7c,q7d,q8a,q8b,q9a,q10ap,q10bp,q10cp,q10dp,q10ep,q11a,q11b,q11c,q11d,q11e,q12ap,q12bp,q13p,q14p,q15p,q16a,q17a,q17b,q17c,q17d,q17e,q18,q19,q20,q21p,q22ap,q22ba,q22bb,q22bc,q22bd,q23p,q24,q25,q27a,q27b,q27c,q27d,q27e,q27f,q27g,q27h,q27i,q27j,q28a,q28bp,q29,q30a,q30bap,q30bbp,q30bcp,q30bdp,q30bep,q31aa,q31ab,q31ac,q31ad,q31ae,q31af,q31ba,q31bb,q31bc,q31bd,q31be,q31bf,q31ca,q31cb,q31cc,q31cd,q31ce,q31cf,q31da,q31db,q31dc,q31dd,q31de,q31df,q31ea,q31eb,q31ec,q31ed,q31ee,q31ef,q32a,q32b,q32c,q32d,q33,q34,q35,q36,q37a,q37b,q37c,q37d,q37e,q37f,q37g,q37h,q37i,q38a,q38b,q38c,q38d,q38e,q38g,q38h,q38i,q38j,q38k,q39a,q39b,q39c,q39d,q39e,q39f,q39g,q39h,q39i,q39j,q39k,q39l,q40,q41,q42,q43,q44,q45a1p,q45a2,q45a3a,q45a3b,q45a3c,q45a3d,q45a4p,q45b1p,q45b2,q45b3a,q45b3b,q45b3c,q45b3d,q45b3e,q45b4p,q45c1p,q45c2,q45c3a,q45c3b,q45c3c,q45c3d,q45c3e,q45c4p,q45d1p,q45d2,q45d3a,q45d3b,q45d3c,q45d3d,q45d3e,q45d4p,q45e1p,q45e2,q45e3a,q45e3b,q45e3c,q45e3d,q45e3e,q45e4p,q46a,q46b,q46c,q46d,q46e,q47a,q47b,q47c,q47d,q47e,q48a,q48a1p,q48a2p,q48bp,q49,q50a1,q50a2,q50b1,q50b2,q50c1,q50c2,q50d1,q50d2,q50e1,q50e2,q50f1,q50f2,q51p,q52a,q52b,q52cp,q52dp,q52ep,q53a,q53b,q53c,q53d,q53e,q53f,q53g,q54a,q54b,q54c,q54d,q54e,q54f,q55a,q55b,q55c,q55d,q55e,q55f,q56,q57,q58,q59,prodtitl,q55fdesc,size1,size2,size3,size4,size5,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,man,man1,man2,man3,man4,man5,non1,non2,non3,non4,non5,sector,pctchng,mangpay,supvpay,techpay,suptpay,fntlpay,multiest,pufwght,id,prodwkr,saleswkr
N11,1.0,1200000.0,100000.0,72000.0,235000.0,3000.0,5.0,95.0,0.0,0.0,100.0,100.0,1.0,68.181816,0.0,18.181818,13.636364,0.0,16.0,,12.0,12.0,,70.0,5.0,15.0,75.0,0.0,2.0,45.0,,35.0,40.0,,1.0,1.0,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,4.0,25.0,0.0,50.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4000.0,100.0,100.0,70.0,1.0,1.0,2.0,1.0,100.0,,,,,,,,,100.0,30.0,1.0,1.0,1.0,1.0,2.0,100.0,100.0,20.0,1.0,1.0,1.0,1.0,2.0,100.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,100.0,0.0,100.0,1.0,1.0,5.0,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,-43.589745,75000.0,,20000.0,20000.0,,0.0,1074.4348,2941,0.0,0
N11,1.0,,,,,,,,,,,,2.0,50.0,0.0,8.333333,41.666668,0.0,19.0,,16.0,13.0,,85.0,2.0,1.0,0.0,0.0,1.0,55.0,,40.0,40.0,,1.0,2.0,2.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,5.0,60.0,0.0,0.0,40.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,50.0,50.0,0.0,0.0,0.0,0.0,,,,,,,8.0,8.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,0.0,,,,2.0,1.0,2.0,1.0,3.0,1.0,7.0,2.0,,2.0,,2.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,26.31579,,,,,,0.0,1074.4348,2942,0.0,0
N11,1.0,,,,,,,,,,,,2.0,8.571428,22.857143,0.0,0.0,68.57143,16.0,14.0,,,12.0,2.857143,0.0,12.0,2.857143,2.857143,3.0,40.0,30.0,,,40.0,1.0,2.0,2.0,37.5,100.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,1.0,1.0,100.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,,100.0,100.0,24.0,1.0,1.0,1.0,1.0,100.0,100.0,24.0,1.0,1.0,1.0,1.0,2.0,100.0,,,,,,,,,,,,,,,,,100.0,24.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,0.0,50.0,50.0,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,CERTIFIED NURSING AIDE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,,,,,,,1.0,1074.4348,2943,0.0,0
N11,1.0,600000.0,150000.0,200000.0,50000.0,5000.0,2.0,25.0,73.0,0.0,90.0,75.0,2.0,20.0,0.0,0.0,20.0,60.0,16.0,,,13.0,18.0,60.0,0.0,0.0,20.0,0.0,2.0,50.0,,,40.0,40.0,3.0,2.0,2.0,75.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,4.0,3.0,6.0,100.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,8.0,4.0,1.0,2000.0,30.0,50.0,8.0,2.0,2.0,1.0,2.0,50.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,100.0,16.0,2.0,2.0,1.0,2.0,2.0,100.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,100.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,PHYSICAL THERAPIST,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,-37.5,90000.0,,,24000.0,45000.0,1.0,1074.4348,2944,0.0,0
N11,1.0,842000.0,501000.0,397000.0,189000.0,2000.0,5.0,80.0,15.0,0.0,1.0,0.0,2.0,3.125,6.25,78.125,12.5,0.0,18.0,16.0,18.0,16.0,,100.0,0.0,18.75,15.625,0.0,1.0,40.0,40.0,30.0,40.0,,3.0,2.0,2.0,0.0,51.724136,1.0,1.0,1.0,1.0,0.0,0.0,10.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,5.0,20.0,15.0,10.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5000.0,2.0,0.0,,,,,,,50.0,10.0,1.0,1.0,1.0,1.0,2.0,45.454544,80.0,20.0,1.0,2.0,1.0,1.0,2.0,36.363636,100.0,20.0,1.0,2.0,1.0,1.0,2.0,68.181816,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.0,,,,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,10.0,40000.0,35000.0,30000.0,28000.0,,0.0,1074.4348,2945,0.0,0
N11,1.0,0.0,631000.0,219000.0,,2030.0,5.0,15.0,70.0,10.0,100.0,30.0,1.0,85.71429,0.0,4.7619047,28.571428,9.523809,16.0,,16.0,12.0,12.0,85.0,4.7619047,4.7619047,9.523809,0.0,2.0,45.0,,40.0,45.0,40.0,1.0,2.0,1.0,0.0,100.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,8.0,8.0,8.0,4.0,1.0,6.0,100.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,10.0,1.0,6000.0,90.0,100.0,25.0,1.0,1.0,1.0,1.0,,,,,,,,,,100.0,5.0,1.0,2.0,1.0,1.0,2.0,,50.0,10.0,1.0,2.0,1.0,1.0,2.0,,100.0,16.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,DROP IN CENTER STAFF,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,-12.5,28000.0,,110000.0,12000.0,13520.0,1.0,1074.4348,2946,0.0,0
N11,1.0,2200000.0,900000.0,900000.0,,19000.0,5.0,95.0,0.0,0.0,100.0,100.0,1.0,56.52174,4.347826,0.0,39.130436,0.0,16.0,14.0,,12.0,,91.304344,0.0,8.695652,34.782608,8.695652,1.0,45.0,40.0,,38.0,,3.0,1.0,1.0,0.0,90.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,11.0,45.454544,9.090909,0.0,45.454544,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,100.0,0.0,,,,,,,3.0,3.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,100.0,100.0,5.0,,1.0,1.0,2.0,100.0,100.0,5.0,,1.0,1.0,2.0,2.0,100.0,,,,,,,,,100.0,3.0,2.0,1.0,1.0,2.0,2.0,100.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,4.0,0.0,0.0,25.0,2.0,1.0,20.0,2.0,,1.0,1.0,2.0,,2.0,,2.0,,25.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,25.0,31000.0,20000.0,,15000.0,,1.0,1074.4348,2947,0.0,0
N11,1.0,4030000.0,688000.0,1200000.0,,189000.0,,,,,100.0,100.0,1.0,38.46154,11.538462,11.538462,38.46154,0.0,,13.0,14.0,12.0,,76.92308,0.0,7.6923075,3.8461537,0.0,1.0,50.0,40.0,40.0,40.0,,1.0,2.0,2.0,50.0,100.0,1.0,1.0,1.0,1.0,33.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,,4.0,50.0,25.0,0.0,25.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,100.0,0.0,,,,,,,3.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,50.0,,2.0,2.0,1.0,2.0,,50.0,,1.0,1.0,1.0,2.0,2.0,,60.0,,2.0,2.0,1.0,2.0,2.0,,50.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,,,,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,,,,,,,0.0,1074.4348,2948,0.0,0
N11,1.0,,,,,,,,,,,,1.0,16.666666,3.3333333,66.666664,13.333333,0.0,14.0,14.0,14.0,13.0,,100.0,0.0,83.333336,60.0,5.0,3.0,40.0,60.0,40.0,40.0,,1.0,2.0,1.0,5.0,25.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,,80.0,0.0,3.75,93.75,2.5,0.0,,,,,,,0.0,33.333332,66.666664,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5000.0,96.0,80.0,100.0,1.0,2.0,2.0,1.0,75.0,20.0,60.0,1.0,2.0,1.0,1.0,1.0,75.0,25.0,20.0,1.0,2.0,2.0,1.0,2.0,100.0,10.0,16.0,1.0,2.0,2.0,1.0,1.0,50.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,10.0,30.0,70.0,60.0,1.0,1.0,4.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,,2.0,,20.0,2.0,2.0,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,,25000.0,25000.0,15000.0,15000.0,,0.0,1074.4348,2949,0.0,0
N11,1.0,2030000.0,1570000.0,455000.0,650000.0,10000.0,0.0,0.0,50.0,50.0,100.0,70.0,2.0,11.111111,0.0,0.0,51.851852,37.037037,13.0,,,12.0,16.0,100.0,5.0,10.0,0.0,0.0,3.0,60.0,,,40.0,40.0,1.0,2.0,2.0,0.0,100.0,1.0,1.0,1.0,1.0,100.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0,3.0,3.0,3.0,1.0,1.0,100.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3000.0,80.0,100.0,8.0,1.0,1.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,,100.0,8.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,8.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,3.0,0.0,0.0,100.0,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,NURSE,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,,35000.0,,,25000.0,45000.0,0.0,1074.4348,2950,0.0,0
N11,1.0,594000.0,394000.0,10000.0,600000.0,0.0,0.0,50.0,50.0,0.0,20.0,25.0,1.0,33.333332,8.333333,50.0,8.333333,0.0,16.0,12.0,14.0,12.0,,100.0,25.0,16.666666,16.666666,0.0,1.0,28.0,40.0,30.0,40.0,,1.0,1.0,1.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,10.0,0.0,10.0,50.0,40.0,0.0,,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,20.0,20.0,40.0,0.0,20.0,0.0,0.0,0.0,25.0,0.0,75.0,0.0,,,,,,,3.0,8.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3000.0,20.0,100.0,20.0,1.0,2.0,2.0,2.0,100.0,100.0,10.0,1.0,2.0,1.0,2.0,2.0,100.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,10.0,20.0,10.0,20.0,1.0,2.0,,,,1.0,2.0,2.0,,2.0,,2.0,,20.0,2.0,2.0,0.0,50.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,9.090909,64480.0,24960.0,10920.0,22880.0,,0.0,1074.4348,2951,0.0,0
N11,1.0,,,,,,1.0,10.0,50.0,39.0,100.0,30.0,2.0,12.5,0.0,25.0,62.5,0.0,16.0,,14.0,12.0,,68.75,0.0,6.25,0.0,0.0,1.0,40.0,,40.0,40.0,,1.0,2.0,2.0,42.857143,78.57143,1.0,1.0,1.0,1.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,0.0,33.333332,0.0,0.0,66.666664,0.0,,,,,,,4.0,4.0,4.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1000.0,100.0,100.0,10.0,2.0,2.0,2.0,2.0,100.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,2.0,1.0,10.0,2.0,,2.0,,2.0,,2.0,,2.0,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,23.076923,60000.0,,45000.0,25000.0,,0.0,1074.4348,2952,0.0,0
N11,1.0,2700000.0,518000.0,478000.0,155000.0,,,100.0,0.0,0.0,0.0,1.0,2.0,7.6923075,7.6923075,84.61539,0.0,0.0,14.0,14.0,14.0,,,100.0,0.0,0.0,23.076923,7.6923075,3.0,40.0,40.0,35.0,,,3.0,2.0,2.0,0.0,0.0,,,,,100.0,1.0,11.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,10.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,20.0,0.0,40.0,40.0,0.0,0.0,,,,,,,,,,,,,8.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2000.0,,100.0,40.0,1.0,2.0,1.0,1.0,,0.0,,,,,,,,18.181818,25.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,3.0,33.333332,33.333332,66.666664,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,0.0,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,,40000.0,40000.0,27000.0,,,1.0,1074.4348,2953,0.0,0
N11,1.0,1000000.0,750000.0,250000.0,4000.0,5000.0,5.0,3.0,92.0,,100.0,50.0,1.0,14.285714,14.285714,4.7619047,4.7619047,57.142857,16.0,16.0,14.0,16.0,14.0,85.0,90.0,9.523809,4.7619047,0.0,1.0,50.0,40.0,40.0,40.0,40.0,1.0,2.0,1.0,71.42857,100.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,9.0,22.222221,0.0,11.111111,11.111111,55.555557,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,8.0,8.0,4.0,5.0,1.0,6.0,90.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,50.0,2.0,2.0,,2.0,,1.0,0.0,2.0,,2.0,,2.0,,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,COUNSLER CASE MGR,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,non-man,16.666666,45000.0,,35000.0,30000.0,30000.0,0.0,1074.4348,2954,0.0,0
